 , , F, , , , 

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	pPhone	fPhone	allPhones	index	nFormants	poles	bandwidths
AH	0	OF	652.2	2049.3	3036.6	114.7	82.8	264.7	60.138	60.118	60.177	0.059	6	3	2	2	0	0			648.6	2069.9	652.7	2049.1	657.4	2060.8	653.5	2056.7	640.0	2018.9		V	['AH0', 'V']	0	5	[617.8197055836044, 2275.9679337601397, 4324.773537348624],[582.1003318058116, 2036.228356366495, 3208.180892662491],[652.2353238274455, 2049.3314468752956, 3036.5752856030617, 4645.955096997627],[657.6514806577837, 2021.4220404750843, 2619.1747995026917, 3191.718758384061, 4624.3982290767835]	[397.04575532109976, 449.96590007119755, 1822.8827088625071],[100.03305593980522, 226.32992402650473, 1103.564564324472],[114.71271412277792, 82.84357051377889, 264.7413534547605, 748.4148196467482],[56.067129358668396, 100.97104337334257, 1106.7241935809159, 762.7196833204164, 532.9719223244286]
EY	0	A	607.7	2190.2	3106.2	101.1	146.3	260.4	60.23	60.212	60.318	0.106	22	0	0	0	0	0			607.7	2181.0	586.3	2373.9	553.1	2591.3	492.5	2693.1	415.7	2804.6			['EY0']	0	5	[581.4393066748581, 2582.9380183722474, 4570.696630909084],[555.9643159087093, 2261.3689613398706, 3347.813295994863],[607.7453230495906, 2190.180883577886, 3106.2387674845654, 4189.885478160718],[621.0191486008562, 2122.1478431242726, 2985.7730963590147, 3962.531982003121]	[371.63910325152295, 522.5628936581285, 1756.472931812032],[106.72846758994109, 443.40479551979564, 789.4167693907187],[101.14203978038326, 146.33481538613987, 260.3842772284304, 400.0161698172818],[69.29905545931895, 107.82122477309966, 218.60673457848728, 566.5176027263877]
IH	0	UNIQUE	609.6	2686.4	3211.6	179.7	131.6	290.8	60.383	60.369	60.412	0.043	1	4	4	2	9	1			603.7	2695.1	612.5	2681.7	625.3	2641.9	625.0	2603.6	602.9	2516.2	Y	N	['Y', 'IH0', 'N', 'IY0', 'K']	1	6	[413.3282797488726, 2938.7452407322357, 4363.553340536689],[441.8683527921177, 2830.4964807657434, 3494.8288747743777, 4487.458795909846],[585.4370658839758, 2734.868311336986, 3374.030136576744, 4408.128854782535],[609.5537915188995, 2686.397086287101, 3211.605940699539, 4099.444931345771, 4802.597735559211]	[543.1854014255573, 214.66739259745063, 556.1786358189709],[157.36997237837403, 297.8354147561521, 1500.8568288520269, 794.6071946338755],[217.17669119343049, 141.029725626939, 378.43721940020333, 379.05196360531767],[179.70298192973823, 131.5817839764022, 290.75317245023126, 448.38678824128357, 429.2439168967909]
IY	0	UNIQUE	463.3	2758.3	3407.8	135.6	310.1	872.5	60.482	60.455	60.537	0.082	11	1	6	1	4	0			448.0	2615.3	463.7	2775.1	443.5	2808.4	420.4	2744.1	392.2	2801.0	N	K	['Y', 'IH0', 'N', 'IY0', 'K']	3	4	[418.38958699183553, 2939.0248159208086, 4255.576922298817],[463.2845853941157, 2758.2630325342034, 3407.761575476318, 4367.765856417347],[556.6967163221343, 2702.2365478019406, 3361.732207927162, 4325.956444562711],[598.3449980517945, 2646.7935267192647, 3229.5035467447624, 4218.899134157297, 4548.67783708188]	[660.1584923405433, 221.61372548571595, 285.9612963715284],[135.55362936588784, 310.1267704955677, 872.512553458182, 288.0071379773595],[225.441152226764, 143.17999142386398, 305.35079209746044, 162.0772379122686],[131.56744969359286, 132.19765493116384, 261.0638290730553, 404.62278234161494, 677.9097581535544]
AH	0	POSITION	560.8	2006.9	3160.7	157.7	164.8	123.2	60.687	60.669	60.724	0.055	6	3	4	2	1	2			581.0	2077.6	494.3	1934.6	484.6	1913.7	448.0	1936.9	412.7	1964.1	P	Z	['P', 'AH0', 'Z', 'AH0', 'SH', 'AH0', 'N']	1	5	[753.5119412091741],[491.45580628414245, 1939.1683936579045, 3188.001986029522, 4833.37240485955],[560.8357308334686, 2006.8938876925429, 3160.7226171535817, 4607.527364326179],[587.3204620396133, 1984.6498876913365, 3046.3862151189364, 3764.2115588113816]	[527.5207921422702],[143.5664831981936, 517.3726700994979, 385.0094170860546, 323.9571659951824],[157.74516611820513, 164.81853650863465, 123.15034290196519, 262.1519762636642],[114.19731693090192, 141.54931456589262, 1035.6064473094941, 953.3667178092269]
AH	0	POSITION	586.6	1949.6	3038.0	177.2	156.0	678.1	60.808	60.78	60.863	0.083	6	3	5	1	3	1			469.5	2002.9	541.8	1974.0	536.8	1972.4	517.8	1998.4	465.9	2037.5	Z	SH	['P', 'AH0', 'Z', 'AH0', 'SH', 'AH0', 'N']	3	6	[897.3107471869045],[482.98506240360257, 1927.620980968564, 3160.448342724632, 4905.152653704933],[540.5742459974549, 1976.4936166639577, 3133.8151168710015, 4694.166587834148],[586.5807280473858, 1949.6282304718147, 3037.998469477383, 3336.5594989119018, 4733.442688251995]	[1199.110050578812],[157.53409177055255, 310.76674044152793, 248.18330335798052, 474.7774164210877],[241.1514526961173, 184.0135302164797, 124.70604579582725, 521.0827013510442],[177.15918990792076, 156.00060276686534, 678.1238745709305, 2026.3571241500115, 506.94355587564934]
AH	0	POSITION	595.4	2036.2	3226.0	244.7	119.2	373.7	61.012	60.981	61.075	0.094	6	4	4	2	5	0			534.7	2034.3	561.0	2050.3	575.8	2096.9	568.3	2101.8	527.8	2081.9	SH	N	['P', 'AH0', 'Z', 'AH0', 'SH', 'AH0', 'N']	5	5	[1874.5760916624433],[557.803835202774, 2042.4487631041982, 3356.7724616185587, 4828.142374783393],[595.4189723415172, 2036.2412149385636, 3226.000054325135, 4386.124851323854],[639.3566091277664, 2028.1731595879855, 3108.307005885195, 3897.6939901702412]	[1080.9625872260644],[227.60913978994802, 189.56938927149596, 468.98204912309944, 970.2829545857339],[244.71200021728112, 119.23797837576268, 373.6911439328626, 841.7105368877815],[248.75207072311244, 87.2269960719679, 379.9251804614221, 685.9309505604195]
AY	0	I	877.2	1929.6	2583.8	262.2	154.7	1250.6	61.211	61.143	61.3	0.157	41	0	0	0	0	0		s	796.5	1568.8	867.5	1766.0	830.6	1744.0	784.8	2091.4	723.7	1992.6			['AY0']	0	6	[1681.6395424704958, 2787.908146595905],[898.1143638533717, 1924.44523677628, 3017.2637242709147],[859.4891142980342, 1894.9181400656328, 2867.4506149437216, 3293.382333092324],[877.2140565755847, 1929.6086396566204, 2583.782139883179, 3166.7254655883708, 4516.762295268189]	[736.1635224230718, 984.4303776498294],[404.12893584845864, 149.5830696691356, 360.6494095446961],[341.3135560253988, 149.63447139357774, 1387.7208032096166, 1382.2307581752477],[262.1770697673399, 154.7263283559451, 1250.6369134928555, 619.7950130260713, 1486.4367138488974]
AY	0	I	760.0	2227.7	3103.8	166.0	122.7	293.2	61.332	61.3	61.444	0.144	41	0	0	0	0	0			759.2	2240.6	749.2	2221.4	734.6	2261.3	684.6	2404.6	516.9	2580.5			['AY0']	0	4	[1226.1689515854482, 2663.2724713809484],[759.9710645963772, 2227.6747448830224, 3103.774858209138, 4738.103238903265],[736.6157151733032, 2194.4342192349254, 2869.8011871529975, 3214.4152428502007, 4869.778286675309],[731.9483235707776, 2139.6689887374723, 2409.196900469817, 3158.7243089173503, 4457.165384642841]	[1848.8962640008729, 1081.9292102901436],[165.95527733466352, 122.70695077475331, 293.2412919890914, 828.2938562242589],[77.20876083234454, 163.1627609191592, 1107.025084374342, 841.1148929882361, 788.1050460416358],[66.66363040580832, 588.9400854298732, 755.2811189101809, 380.3966214259574, 1422.0594675275809]
EH	0	GUESS	686.1	2300.8	3098.2	127.1	173.6	322.1	61.523	61.487	61.594	0.107	2	3	4	1	6	0			595.8	2513.8	691.3	2288.7	750.3	2136.1	754.4	2038.1	709.5	1952.7	G	S	['G', 'EH0', 'S']	1	5	[681.794121715115, 2551.016000613481, 4827.273818818728],[639.3757909434794, 2256.7130751172053, 2957.2289051324974, 4898.878189823924],[686.0804886736177, 2300.7509651368223, 3098.20477207588, 4877.598662265301],[669.441150383247, 1867.4221891217874, 2372.238128494927, 3216.1016003177874]	[308.65076522810386, 307.5275910475862, 1727.669272938075],[88.4941501513384, 413.4739173671139, 637.4057333118345, 787.8407480113061],[127.1290894025605, 173.60227966473892, 322.10095978295396, 396.92176001543027],[235.83040456691714, 1556.1656361270445, 213.34913821422705, 258.1295574508569]
AH	0	I'M	743.2	1888.9	3098.4	234.5	191.6	1291.6	61.715	61.677	61.792	0.115	6	4	1	2	0	0			669.6	1761.6	755.6	1904.9	808.4	2007.4	717.9	1964.3	638.9	1938.7		M	['AH0', 'M']	0	4	[806.7592758590123, 1990.7586482521542, 4499.924539677469],[743.2277669033459, 1888.8669014030647, 3098.4132448708183],[773.6851957145898, 1502.4276720612327, 2653.697790023817, 4205.071764067072],[675.6953296090605, 1180.5096376908928, 1944.3095695274178, 3111.183236531747, 4314.849675168649]	[513.9537073888824, 311.50233503837757, 1631.0779980436462],[234.4542828156751, 191.6316998823957, 1291.6205269108157],[681.744625372782, 494.33313171112087, 299.93087464770025, 446.99515301913584],[443.7992005092409, 876.6646866708006, 95.64521566334638, 409.3760022030421, 707.755313979847]
EY	0	A	627.3	2340.4	3144.8	132.7	196.2	225.3	61.877	61.864	61.982	0.118	22	0	0	0	0	0			624.2	2409.9	622.7	2505.6	616.5	2592.7	602.5	2617.9	589.1	2639.0			['EY0']	0	6	[1265.3776343789264, 3466.1407792714926],[554.5278550752818, 2591.561588346083, 3593.3169669017616],[616.6600221238965, 2376.2090133909924, 3221.6454790048238, 4168.093368651292],[627.2736496737954, 2340.402228854002, 3144.7550417072407, 4019.565731546086]	[547.4228365803829, 894.870841004033],[142.5970802707268, 555.0717225726808, 645.0015835081525],[132.29954391230186, 285.05047301775085, 327.98156563783306, 439.90704332480857],[132.67104098006072, 196.18890866836261, 225.3426365456528, 304.08260382353876]
AH	0	UM	755.3	2131.6	2998.1	209.1	139.2	265.8	62.051	61.982	62.189	0.207	6	4	1	2	0	0			620.0	2405.9	769.0	2111.5	862.7	1878.8	680.7	1746.3	872.6	1622.0		M	['AH0', 'M']	0	5	[1207.9159386700073, 2516.622987006095],[752.3215069897644, 2162.362802539095, 3106.3919120452315, 4646.331038474143],[755.2876250931569, 2131.591584638769, 2998.1222172968824, 4173.456245060599],[760.8839225998801, 2018.8196990096635, 2676.829953028605, 3027.586757713066, 4241.454957854833]	[1991.369092904751, 739.5322786726954],[271.9018433073163, 199.67387142750596, 367.715302015957, 831.0212733917054],[209.09337874701575, 139.17825360538217, 265.8075458297652, 714.1305462199999],[190.92545842391442, 704.7182664958423, 1721.148236844678, 441.48660346781224, 535.3647150080287]
AY	0	MY	841.8	1858.2	2835.2	562.5	263.7	1220.2	62.667	62.628	62.779	0.151	41	0	0	0	2	0			808.1	1746.2	797.3	2037.7	679.4	2167.4	598.4	2482.5	514.5	2663.6	M		['M', 'AY0']	1	5	[1457.1766327095936, 2553.1225887556666],[886.0168531414997, 1803.3102453326585, 3451.2310928292827],[841.8417918101745, 1858.2345910940394, 2835.187940998208, 3958.793770191459],[662.4907959107571, 1151.7708369961317, 1993.9546201575808, 3009.6830196699075]	[662.2278176884778, 2099.64057940144],[785.9371754733069, 299.40366454110756, 715.4768171624819],[562.4594242827153, 263.7181792397025, 1220.2478733594069, 977.9606889885845],[982.3774958243008, 541.8796066643763, 378.9656832334048, 439.8336631306835]
AA	0	JOB	822.2	1728.7	3057.5	137.0	228.7	688.8	63.175	63.134	63.258	0.124	5	1	1	2	5	0			718.9	1788.0	833.9	1725.2	901.6	1694.7	880.4	1698.1	777.9	1659.6	JH	B	['JH', 'AA0', 'B']	1	4	[947.4125238439482, 1995.5445588253951],[822.1978360557326, 1728.697767470247, 3057.4745860735316],[830.5879607488589, 1454.1955926068956, 2250.5103892660995],[633.529783229634, 875.1563856954949, 1752.382308544632, 2771.365343628264, 3400.402367861161, 5127.295170297598]	[419.3825994572164, 695.7742301446543],[137.01119139279578, 228.68686856455938, 688.776242333545],[158.98693785114543, 1473.2238803324724, 354.479250326031],[1405.2432937591736, 378.9706247544829, 157.65838914683079, 829.184116269598, 600.4964884698603, 334.7385757977073]
AY	0	TITLE	1043.6	1990.3	2937.0	208.8	161.5	215.6	63.377	63.389	63.454	0.065	41	1	4	2	3	0		m	689.7	1594.0	721.3	1755.9	653.4	1550.0	540.0	1047.7	492.7	696.8	T	D	['T', 'AY0', 'D', 'L']	1	6	[1589.6220719218559, 2994.907439642345],[1277.6290859513852, 2465.169298026742],[1012.5056507937982, 2048.4192499199744, 3058.2047218142707, 4055.8831451238348],[1043.5781511777648, 1990.289994647923, 2936.9733032584463, 3681.7435691021806, 4798.151000342323]	[933.0132216270401, 723.0916603761266],[773.2022368692424, 823.6220412529556],[547.020215940698, 426.8958545319243, 920.8127443381693, 1087.0794270903214],[208.80348875485225, 161.50415747099723, 215.5948326604232, 680.7025361798845, 692.2995321216283]
AH	0	IS	548.0	1496.7	3192.1	177.6	258.5	368.2	63.547	63.53	63.58	0.05	6	3	4	2	0	0			564.8	1495.3	548.0	1496.7	509.6	1499.9	469.0	1534.5	418.7	1623.4		Z	['AH0', 'Z']	0	4	[966.5317525644596, 2761.4549593196307],[547.9687332570714, 1496.7148018825224, 3192.1159133833157, 4753.942325436941],[548.4746121569459, 1490.8980165117537, 1939.4461413637268, 3391.0149631727904],[541.7286673339779, 1013.8731409831842, 1806.9443746612233, 3204.267565337429, 3867.5088911698736]	[819.9970139378229, 1555.2073870268862],[177.56357551377366, 258.49181882876906, 368.16841635601406, 732.0633968785769],[210.38137503064806, 582.0156707606245, 2691.0846799660385, 303.7124793895546],[385.5763057896838, 952.8482407023507, 278.7783264325598, 319.68638208236393, 626.2855804093762]
UH	0	A	436.0	1688.7	3169.7	263.3	120.8	742.6	63.629	63.609	63.669	0.06	7	0	0	0	0	0			346.3	1684.8	382.5	1696.1	410.8	1711.7	411.6	1720.1	396.3	1733.4			['UH0']	0	6	[1599.8459452246805],[362.096994438207, 1676.9223168140943, 3313.5425116079596, 4899.400764483304],[378.6458194805516, 1693.4066859714378, 3279.3084926552456, 4838.326342509478],[436.03829529129655, 1688.6633973524486, 3169.7437742638326, 3677.078010138983, 4863.828693522681]	[1630.0772939258711],[195.34574750109184, 255.63479895978477, 266.8422384131398, 188.79155845390306],[216.96082376282504, 172.61814635484356, 180.89393332245032, 271.06821145047684],[263.2704859390838, 120.77275719309964, 742.5613667850301, 1373.2025033881853, 223.11006406934644]
IY	0	SENIOR	478.1	2538.0	3153.1	99.9	156.0	161.6	63.805	63.786	63.842	0.056	11	4	4	2	3	1			416.2	2501.5	487.8	2541.8	566.5	2583.8	632.7	2582.8	653.1	2524.0	S	N	['S', 'IY0', 'N', 'Y', 'ER0']	1	5	[423.2683574514444, 2868.82434107172, 4858.984285638197],[427.1718428810535, 2447.88701764156, 3157.504707573584, 4902.72288080466],[478.06018945925905, 2537.96842553819, 3153.1360559530362, 4821.1189097042015],[429.316692180431, 2055.250292113641, 2980.2906097179352, 3672.569027623958]	[380.2557583286445, 184.48363108573608, 810.0156069654156],[78.68990030441518, 583.6641933780663, 366.64503557726346, 227.62884128893467],[99.92836276886183, 155.97578155535055, 161.63761457714955, 249.67386727747035],[207.10204881190904, 142.44725235484003, 167.94387304969038, 1774.2889539272824]
ER	0	SENIOR	490.9	1766.8	3180.9	257.0	317.2	1959.4	63.979	63.959	64.019	0.06	94	0	0	0	9	0			509.9	1889.4	487.9	1748.0	454.0	1595.8	418.7	1520.1	408.2	1526.8	Y		['S', 'IY0', 'N', 'Y', 'ER0']	4	4	[497.92887418433185, 1796.1638709836282, 4223.259812182971],[490.9368453279048, 1766.787023139073, 3180.9399030537566],[454.47092475891435, 1415.399149049171, 1984.2953085189897, 3625.9813286090885, 4748.062646963228],[541.7851511578208, 1539.3800464968301, 2137.021178436534, 3579.8802216085987, 4597.923970533142]	[356.07631502168124, 360.6832744672268, 1034.3071389896254],[256.9586430734876, 317.1719309269745, 1959.4031655257993],[131.8873204260547, 630.5543608140251, 400.14023493771697, 796.3456122766613, 736.8414400868159],[117.91195624087277, 150.789024033492, 180.04893156167188, 274.14242297121234, 424.6334575730145]
IY	0	RESEARCH	385.3	2423.6	2728.5	118.1	171.3	272.8	64.086	64.059	64.14	0.081	11	3	4	1	7	1			398.3	2254.8	384.0	2433.7	381.8	2532.8	372.9	2548.0	336.6	2509.6	R	S	['R', 'IY0', 'S', 'ER0', 'CH']	1	6	[316.0766872222089, 2563.007698793764, 4352.370776620559],[370.4251203944834, 2509.4702288187777, 3088.3187905260124, 4603.704446465657],[367.8788176365956, 2460.4512704381636, 2727.0005754582457, 4261.144550677989],[385.30974093452295, 2423.5689897180423, 2728.5001105509805, 4004.242515596987]	[557.7189991219172, 80.48727858601663, 832.2570716956344],[119.00589320108266, 96.2595980329025, 967.7251422212803, 633.74299942161],[80.7067437241077, 452.87726785700585, 484.07426117845426, 1129.572755194813],[118.12930343677425, 171.2985388675123, 272.77238848205684, 505.7165432285629]
ER	0	RESEARCH	572.8	1694.8	2165.1	132.4	264.3	459.3	64.328	64.283	64.419	0.136	94	2	5	1	3	0			577.2	1735.9	570.8	1689.6	557.5	1711.5	522.2	1792.9	416.6	1856.3	S	CH	['R', 'IY0', 'S', 'ER0', 'CH']	3	5	[727.4605406852525, 1930.6607152962906],[638.8919036172568, 1859.2520394332928, 3105.87789849884],[572.7723057333543, 1694.7881400300196, 2165.088513826987, 3395.7213780954744],[647.6044038438104, 1722.6285473357163, 2270.216286023892, 3395.5429749903324, 4894.05659505197]	[1988.1341438595962, 474.4554946054847],[396.62189196753826, 196.7243695234889, 868.0090780500755],[132.39024632381145, 264.2962949932551, 459.3403192190918, 464.32999957591096],[160.1559910436565, 108.57613698566257, 228.4834764309053, 245.89348738503253, 1073.856036276378]
UH	0	ASSOCIATE	521.7	1940.9	2929.6	213.6	151.1	109.1	64.571	64.551	64.61	0.059	7	3	4	1	0	2			509.3	1955.3	523.6	1938.4	543.7	1923.1	533.1	1905.4	488.6	1871.6		S	['UH0', 'S', 'OW0', 'S', 'IY0', 'EH0', 'T']	0	6	[1275.975174719444, 2887.4351026380186],[476.40141819129315, 1992.9327886317687, 2990.9961730585715, 4840.268470458632],[479.6533569491092, 1939.393031622035, 2951.7201183475177, 4253.251531682441],[521.6925594570341, 1940.9043148984288, 2929.579751444681, 3737.187903399904, 4998.831952748378]	[949.8132942042275, 521.8954214376565],[314.97546674224014, 374.26253540957913, 173.42289774168788, 573.9136176915242],[160.9975810707171, 252.85775714726893, 129.07786770299933, 1357.525251666881],[213.55148801773123, 151.07308633984567, 109.14892581821744, 1089.6413555639856, 696.298286986396]
OW	0	ASSOCIATE	574.0	1832.9	3079.7	176.9	173.7	267.8	64.733	64.719	64.825	0.106	62	3	4	1	3	2			1035.9	2618.6	719.6	2603.1	1026.3	2903.4	1078.6	2960.2	1524.2	3084.0	S	S	['UH0', 'S', 'OW0', 'S', 'IY0', 'EH0', 'T']	2	4	[1499.2675129136715],[574.0032022219981, 1832.909619350684, 3079.7154062318605, 4993.477450138269],[646.2994855747377, 1878.90283986684, 3076.062399446307, 4891.405113214352],[581.7576364243872, 1636.0775052894387, 2682.577962009511, 3756.4155289146793]	[835.3368038785193],[176.8706339793893, 173.66311117750527, 267.81407327014506, 472.3805942151451],[225.85749478495939, 89.93074160877607, 120.84216183236789, 455.6135324293449],[465.7176169861197, 120.18317572162972, 1267.0132938293125, 1162.8308752907146]
IY	0	ASSOCIATE	446.1	2557.2	3143.6	115.5	293.8	458.4	64.992	64.966	65.045	0.079	11	0	0	0	3	1			426.6	2531.6	448.7	2550.1	457.6	2526.6	464.7	2499.7	495.6	2462.6	S	EH0	['UH0', 'S', 'OW0', 'S', 'IY0', 'EH0', 'T']	4	4	[1275.2386288986845, 3605.5513072332355],[446.0917431509757, 2557.2038568315406, 3143.568782126963, 4941.784624945312],[477.78179731424245, 2523.47501102861, 3134.93743227905, 4830.218349758263],[474.7222792178189, 1803.2580563464276, 2567.2511435644733, 3226.176712835495]	[431.91610973147095, 702.3370524672911],[115.5023852539051, 293.7549358746703, 458.3835597353993, 267.7231939950898],[173.18353843805778, 159.0018519503854, 189.909338188333, 297.2624623656811],[648.1230663633022, 1310.9246621947368, 190.15440000443428, 190.61281637841705]
EH	0	ASSOCIATE	747.8	2217.9	3043.9	156.0	149.9	185.5	65.075	65.045	65.134	0.089	2	1	4	1	0	0			609.3	1898.1	748.0	2214.5	747.2	2176.7	722.0	2134.4	698.6	2102.7	IY0	T	['UH0', 'S', 'OW0', 'S', 'IY0', 'EH0', 'T']	5	6	[636.5450411761736, 2818.025192170709],[616.3566200958772, 2154.8657418949883, 3075.1188582306786, 4828.562105422292],[716.611213452738, 2255.3893849779, 3099.385885534684, 4658.621512520505],[747.7619417771563, 2217.8589327375535, 3043.913724990992, 3806.207802061317, 4894.123163702063]	[1042.737425275384, 458.3162303425177],[174.47555903322194, 514.4013434647529, 277.1332303434586, 858.8202619683266],[208.98017294752677, 213.38973042581503, 151.9028273864046, 750.2908879321138],[156.0495021403757, 149.86824048299155, 185.5068687688882, 955.7658764616991, 369.25910873249796]
