 , , M, , , , 

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	pPhone	fPhone	allPhones	index	nFormants	poles	bandwidths	plotmish - changed	plotmish - removed	plotmish - note	plotmish - annotator				
EH	1	AS	491.3	1435.2	2611.7	65.8	101.8	265.6	102.849	102.836	102.875	0.039	2	3	4	2	0	0			490.3	1435.4	492.1	1435.0	491.8	1432.3	486.4	1429.2	482.8	1428.6		Z	['EH1', 'Z']	0	6	[593.5023816162626, 2134.216698083851],[505.58916588567854, 1617.9529790548722, 3251.2160402482878],[473.7943003105695, 1409.5069592079205, 2698.8354897955023, 3367.5387446382533],[491.3247899170258, 1435.20041081783, 2611.7319632143835, 3324.7003896635306, 3895.2314518409007]	[660.9474023037197, 2341.928211602639],[230.2737838123706, 614.1145703578634, 261.27332724401424],[51.722020940170395, 174.07898760609226, 489.06895813618024, 166.72437236129946],[65.82810237361976, 101.75180034419822, 265.6271896280404, 130.47180621955619, 756.350352088692]				
AY	1	I	663.3	1345.4	2578.0	72.5	133.0	499.7	102.98	102.936	103.026	0.09	41	0	0	0	0	0		m	561.7	1360.0	619.5	1347.3	666.0	1346.2	681.0	1362.4	682.0	1413.9			['AY1']	0	5	[1320.0889268668489, 3735.1695518624247],[732.3638213469713, 1485.4773053286722, 3126.880664072802],[663.275422130891, 1345.3795711119126, 2577.9561539864762, 3286.291750190673],[669.4561505879901, 1346.267941837881, 2423.4033704127364, 3163.2289873763516, 3806.467017773346]	[508.1355277852048, 996.620588792979],[255.96612840085413, 470.9882895814909, 266.63072110491277],[72.50297144825616, 132.99913424189876, 499.74464566039126, 219.79845121351877],[67.91536943676113, 100.67955650359825, 596.8959282265182, 239.06548081076104, 859.6059137324872]				
IH	1	THINK	429.5	1864.4	2622.5	95.8	203.3	482.0	103.133	103.116	103.166	0.05	1	4	6	2	3	3			432.7	1821.1	429.5	1864.4	426.4	1921.2	419.8	1973.5	410.1	2006.2	TH	NG	['TH', 'IH1', 'NG', 'K']	1	5	[822.024543973969, 2701.7575986806523],[440.6159168638369, 1985.1157317859845, 3038.3797566515814, 4270.238315117418],[429.48873171995876, 1864.4105623245257, 2622.460058481447, 3596.947873821649],[422.38567593837377, 1175.7704979874566, 2055.827771277342, 2828.776134848828, 3794.99919961292]	[816.8605884714591, 555.0354077454357],[225.0628845324663, 244.45834546083972, 620.4836263932051, 662.6449550179946],[95.80568180668672, 203.25580310157332, 482.0041847027361, 911.3711211484856],[243.8044021808471, 910.9126480673524, 112.35797693277176, 183.83509073463384, 170.5704474275981]				
EY	1	THEY	432.8	1919.8	2613.4	34.2	57.7	146.1	103.341	103.295	103.425	0.13	22	0	0	0	3	0			426.5	1904.5	432.8	1919.3	431.3	1917.6	438.0	1901.5	483.0	1829.5	DH		['DH', 'EY1']	1	5	[2207.7028837819976, 3707.6900368350884],[447.0009027034461, 2150.040981376804, 3585.0106137759267],[432.804445253951, 1919.7711874093816, 2613.441410558439, 3669.0439844794228],[437.33931311463823, 1919.8512545056979, 2600.5446672774397, 3662.6025271849435, 4019.7677748011665]	[618.7956836139726, 323.08613778517315],[394.4211848898984, 233.73005909532526, 396.9243216007409],[34.21407902268822, 57.66228909751245, 146.1413121068939, 91.91247746810957],[44.79258742562275, 43.2764121891627, 115.4835486033418, 120.30634207828903, 1374.069002713614]				
AA	1	ARE	610.2	1252.9	2531.4	94.3	120.5	323.3	103.482	103.425	103.596	0.171	44	6	4	2	0	0			614.7	1299.4	606.5	1246.1	601.3	1194.4	599.2	1220.1	589.3	1283.8		R	['AA1', 'R']	0	5	[879.0005236369627, 1710.383570720827, 3134.933578247242],[789.8505173587628, 1389.6394838229596, 3101.835514296345, 3266.0798033238975],[610.2287122312748, 1252.8643934421625, 2531.4124578938568, 3154.2786036822363, 4189.4979965283555],[600.3882265884403, 1232.6967701657488, 2402.401667813761, 3134.6372188608307, 3594.424731786065]	[461.0079082465875, 2231.3421089451454, 92.91657329360551],[464.8402980168126, 1204.931280871726, 608.6722887041276, 1703.5815206268273],[94.31792317887421, 120.53448386002233, 323.3020342872221, 48.220727905558725, 874.5830643822334],[53.614001596000456, 73.2583887277347, 293.5322508193747, 63.93776485551529, 790.0730477981571]				
AO	1	ALL	577.0	1007.0	2482.3	77.4	67.5	61.2	104.052	104.005	104.146	0.141	53	5	4	2	0	0			726.3	1205.5	575.7	1004.2	582.4	969.9	594.0	943.5	580.8	866.6		L	['AO1', 'L']	0	6	[787.4065030422883, 2826.7240678728726],[848.397726642113, 2480.0805989620253, 3170.4392631500177],[602.100583015371, 1013.5082898522741, 2507.126265954544, 3171.6461622407423, 4709.234019217434],[576.9521428242199, 1007.0475645453903, 2482.331966316293, 3149.4507438719297, 3606.9591478573507]	[207.51002360578357, 906.8110949387212],[109.3502326228743, 277.22747007061787, 80.23609520294941],[189.32485054194578, 163.77476963889657, 64.01287991160866, 20.653095310322897, 580.386090668086],[77.37503184421108, 67.52397174287066, 61.156147003147225, 474.01333704588103, 954.5724520239175]				
AH	0	THE	409.9	1406.1	2580.8	38.7	151.7	325.4	104.26	104.246	104.316	0.07	6	0	0	0	3	0			409.9	1406.1	388.3	1437.7	361.4	1422.5	347.1	1425.2	354.9	1432.3	DH		['DH', 'AH0']	1	6	[472.69048582101306, 2629.869016373387],[404.9612594462045, 1689.2078017652448, 3481.1319454749478],[388.4607175194779, 1414.5097721457173, 2605.958336181263, 3567.796437853831],[392.75972406026926, 1436.3812596429839, 2580.8218059534806, 3547.09646437481, 4262.569068491704]	[561.5350965677856, 2366.6628160332148],[139.67570281958538, 555.0878713772637, 364.86591416333033],[29.9399116442803, 184.33906621472738, 470.11466003445696, 170.8032045903941],[38.656712149377675, 151.74120321829946, 325.426208913318, 163.22757361604982, 700.8571844543761]	Yes		corrected	MS2
AY	1	TIME	735.7	1286.7	2960.5	168.3	123.2	1266.7	104.397	104.356	104.566	0.21	41	4	1	2	3	0		s	735.6	1282.8	732.3	1226.4	712.8	1263.0	720.7	1302.3	688.6	1377.4	T	M	['T', 'AY1', 'M']	1	5	[1202.0828993393266, 3391.158426892957],[1038.1505385514863, 2443.124490149445],[735.664652598458, 1286.6763049842057, 2960.4949291278595, 3389.281161755246],[773.2136754954486, 1275.2048789970822, 2847.01718597501, 3260.7221679085906]	[192.40985424510117, 619.1555338437925],[1047.204673785075, 2063.1977274881738],[168.27283235728345, 123.23769168533144, 1266.7477721379164, 390.8372815081896],[160.26469799961757, 211.4010137406826, 559.3777091963229, 430.3433585009423]				
AE	1	AND	634.1	1972.3	3473.3	384.2	313.2	339.3	105.299	105.12	105.419	0.299	3	4	4	2	0	3			700.6	2231.4	588.6	2003.7	634.1	1972.3	750.8	1976.6	548.8	2041.9		N	['AE1', 'N', 'D']	0	4	[1384.116331645404, 3145.06397651682],[599.4992316229927, 2082.1633773949043, 3473.298398999385],[565.2422642579319, 1877.2334542774106, 2591.4536755676045, 3543.850064179128],[573.0154920287864, 1384.2864604093293, 2344.1652822217775, 3209.931844623556, 4262.181512521675]	[1216.9885292361494, 1131.3391337980129],[384.18792046326723, 313.20771617278666, 339.33188431582397],[262.07735291833745, 467.1971800068038, 1540.4695963694735, 316.6383259027131],[559.9763081715112, 331.64839268916285, 175.66749553455148, 182.7822768698275, 208.10210210676064]	Yes	Yes	OK changed	MS2
AH	1	UM	569.0	1331.2	2592.7	93.7	208.9	83.8	105.626	105.519	105.839	0.32	6	4	1	2	0	0			529.8	1398.4	571.4	1323.0	589.9	1295.6	601.9	1300.8	594.3	1300.4		M	['AH1', 'M']	0	5	[695.4838133189337, 2389.700061011519, 3482.065683391227],[741.0719386593148, 1783.7286985443645, 3014.431513771143],[569.0253275576825, 1331.2285911619617, 2592.6722718358624, 3554.024886754071],[574.9854492956387, 1320.5543546444292, 2534.266993658567, 3266.5069664097227, 3583.7108222892693]	[281.7744316829879, 699.0054668001299, 536.3603573582456],[422.2891519175605, 1532.1309189099372, 430.8872931345551],[93.66881686079476, 208.87449246983383, 83.77823184545423, 90.32897184279638],[94.242411408413, 338.6883739534294, 92.63867470095427, 1657.1800758812958, 261.0953217764118]				
AE	1	THAT	654.5	1790.7	3090.5	94.1	222.8	534.9	107.243	107.16	107.41	0.25	3	1	4	1	3	0			653.3	1805.9	654.3	1799.6	663.0	1851.8	655.8	1909.0	667.7	1934.0	DH	T	['DH', 'AE1', 'T']	1	4	[725.0030214349666, 2092.584365586402, 4121.489113694644],[654.5307312393936, 1790.7131913453507, 3090.5346095441446],[639.7479518053373, 1675.073681558795, 2438.222971248668, 3529.8515782088552],[642.3450165475599, 952.8721024315872, 1719.5035571537726, 2550.429113001736, 3488.9924839816827, 4703.657647678757]	[413.53768369179795, 740.0824235269412, 1553.8496135149153],[94.07265664144934, 222.7988290673863, 534.927100664085],[49.55900784651349, 229.20608842522898, 613.3796280810928, 441.0820325101301],[62.94766362829877, 1573.0730960461433, 137.45997247486753, 272.71245124341715, 171.39097758058728, 339.6148036285709]				
AY	1	I	700.9	1251.6	2475.7	156.6	93.1	117.2	108.881	108.82	109.03	0.21	41	0	0	0	0	0			715.3	1243.3	669.0	1239.3	675.9	1255.7	705.8	1354.9	611.6	1314.6			['AY1']	0	6	[1023.5630005816357, 2793.1717212188605],[1026.9552750882583, 2130.433519676082, 3348.2382938388723],[684.665258590766, 1233.7037174591285, 2506.129094896464, 3507.906129240135],[700.926131007033, 1251.6136711428312, 2475.6503775470774, 3385.25838887356, 4130.185621005461]	[273.3690998669363, 848.8018871002489],[348.6072430416209, 860.156770075915, 879.9861429249822],[194.31074258868765, 121.17242802016736, 175.47534692675384, 340.87890991851964],[156.6398660136725, 93.10712409387445, 117.20709019119964, 332.89574546145377, 804.6127942746749]				
AE	1	CAN	518.0	1956.6	2805.0	303.4	176.1	196.5	109.2	109.15	109.299	0.149	39	4	4	2	6	0			497.7	2010.2	517.8	1953.1	527.3	1909.4	541.3	1862.3	553.0	1834.1	K	N	['K', 'AE1', 'N']	1	5	[2172.0233777085136, 3203.087292190477],[486.1771062985946, 2117.3198525230673, 3160.2154040572946],[517.9502093815477, 1956.6414795983471, 2805.0204057843716, 3584.9398560129393],[495.65207161983903, 795.430635663117, 1968.919399112473, 2788.735810961679, 3544.2751739263517]	[1045.092292375547, 904.3922459577699],[590.6142221060734, 441.9583596933846, 483.3592709828429],[303.42184888206634, 176.1193327183727, 196.5242521525837, 180.05988811317266],[345.2742688302292, 1462.3477991999275, 119.34664153944554, 119.58427583485326, 119.0922564725275]				
EH	1	WELL	635.2	1639.7	3227.8	553.9	492.1	483.4	109.769	109.759	109.79	0.031	2	5	4	2	9	0			635.2	1639.7	635.2	1639.7	636.6	1342.3	637.5	1126.5	637.5	1126.5	W	L	['W', 'EH1', 'L']	1	4	[610.0034999244796, 2703.09126271072],[635.2303713676318, 1639.6646275626426, 3227.8171777363423],[472.89085035130745, 880.1620397843087, 2493.4639259021815, 3504.6160184291307, 4303.557314460098],[452.1299631242167, 868.2308868462198, 2201.4324564843573, 2641.4162047645923, 3697.4742836830083]	[195.61180161804268, 1182.9294699751329],[553.8839020717163, 492.14109160854673, 483.4304911149841],[194.6261418774162, 261.87390193664413, 206.0742954231259, 893.4707848191898, 808.417284310288],[143.6345191337365, 177.88774540601034, 1693.9945847650713, 533.0480081597825, 615.8650786695619]				
AY	1	I	640.1	1204.8	2493.3	88.8	82.1	60.6	109.837	109.85	109.919	0.069	41	0	0	0	0	0			586.4	1258.2	526.1	1247.4	461.1	1304.2	430.0	1505.2	410.5	1718.4			['AY1']	0	6	[798.2611569101699, 1770.4686575587884, 3381.6792977112796],[832.780814220053, 2243.4008555471546, 3405.5367213287627],[606.034675337442, 1188.2228961129388, 2473.3659954990044, 3420.4736452953903],[640.1257659039625, 1204.8346638023957, 2493.277087580353, 3426.535936693173, 4571.618304681506]	[664.8576883684391, 1867.2380032622218, 380.5331666415397],[238.05665452185488, 697.9415688932571, 323.65790159757927],[64.09581126582943, 119.61831478284785, 91.42216700463719, 83.78310049123851],[88.77772510783707, 82.12472146957178, 60.61379808136091, 32.3250877178812, 597.5802910473058]				
EH	1	GUESS	438.8	2090.4	2825.8	127.5	610.0	399.1	109.989	109.969	110.03	0.061	2	3	4	1	6	0			407.5	2175.2	443.7	2084.5	487.1	1966.0	509.7	1798.6	481.2	1666.3	G	S	['G', 'EH1', 'S']	1	5	[414.6396949439779, 2745.3201017096703, 3846.408688952828],[449.4355045627515, 2472.164031035363, 3160.8236066429563, 4077.253403939649],[438.7932261351935, 2090.3800790177734, 2825.816526991245, 3692.5448224394145],[444.9803546060713, 1596.6152439963291, 2517.5410417045778, 3254.4867782817387]	[709.5417108895672, 426.70600000765904, 680.4376819528286],[240.37992043643652, 766.7826909291555, 647.6796617295597, 959.5500128387641],[127.49402882990306, 610.0144068456574, 399.1416935732655, 385.9943718594639],[252.97397114944908, 1137.4598401831563, 356.4739137457254, 410.0465251211671]				
AH	1	BUT	362.3	1669.0	2736.6	76.9	135.9	222.2	110.193	110.18	110.219	0.039	6	1	4	1	1	0			360.6	1668.6	363.9	1669.0	368.8	1666.4	369.8	1669.2	369.0	1673.6	B	T	['B', 'AH1', 'T']	1	5	[1433.3941487586021, 3240.3787253899204],[368.4806712017115, 1948.5876091816442, 3081.0518175729767],[362.34573698098507, 1668.959250868865, 2736.570369413338, 3589.8323827530294, 4415.937493142692],[360.92126629689426, 1663.7051437465025, 2612.683764507919, 3212.180291523801, 4000.7841897580574]	[1094.4790050550916, 1168.6264587325911],[528.0986698685963, 640.3311127861886, 472.90324657483046],[76.91196876183638, 135.92290261085975, 222.1643507844363, 488.1429156867845, 549.350220475808],[66.88262016024842, 139.67524961584496, 1069.189119270973, 668.8855785833938, 623.2841114129664]				
IY	1	SEE	361.0	2223.3	2778.8	33.3	136.5	381.0	110.37	110.32	110.469	0.149	12	0	0	0	3	0			362.7	2209.4	360.8	2216.4	359.7	2174.5	357.5	2139.6	357.3	2098.3	S		['S', 'IY1']	1	5	[361.83155497681065, 2393.75890577454, 3995.608935963184],[360.22430154724645, 2284.565174988481, 3234.48906364686, 4147.569090329141],[360.9685015071669, 2223.3355858973296, 2778.761047639572, 3891.0448970794055],[357.7638975728827, 846.6570649280637, 2216.766430662428, 2751.6132988950912, 3802.479586693675, 4597.523068079017]	[241.9168400367854, 163.80502389033973, 431.3594337493162],[42.84054298654535, 127.84020775649904, 901.8844668352675, 639.6594992892443],[33.34509814422973, 136.4957755675187, 380.95953012484557, 205.44720408449325],[32.26260297275708, 1228.8836971047122, 65.22008241699855, 160.90832836191342, 145.54439615577212, 471.35336337707196]				
AY	1	I	458.3	1791.2	2634.8	54.5	188.7	332.7	110.47	110.469	110.57	0.101	41	0	0	0	0	0		m	592.2	1666.5	650.8	1577.5	673.9	1531.3	644.2	1527.9	611.9	1570.0			['AY1']	0	5	[516.4410752170951, 2353.180669963715],[471.89349386219095, 1947.8554985982378, 3013.4871377884206, 4293.082733016095],[458.3176941993991, 1791.241596510159, 2634.774222450522, 3880.214905284061],[451.6308897753533, 1488.5721778481552, 1847.1142473923467, 2692.812538366123, 3804.5822917715664, 4614.162933068655]	[749.4226681532199, 667.3365720663508],[177.2361008293753, 300.60206153759117, 707.8560415709736, 542.8616146084368],[54.46636972195694, 188.71644776355413, 332.72372478395647, 432.6692843565449],[42.103836560390306, 1323.679323157748, 230.8371262522973, 219.73794021629635, 247.01444875298358, 556.7543033581005]				
AE	1	CAN	509.8	1987.8	2750.5	328.2	83.0	284.2	110.703	110.69	110.73	0.04	39	4	4	2	6	0			507.8	1990.5	511.2	1984.9	508.8	1965.4	483.9	1944.8	472.5	1938.4	K	N	['K', 'AE1', 'N']	1	5	[1644.8811955087776, 3258.228027711487],[454.73184949320637, 2010.557003806888, 2938.280432699308, 3989.632865887447],[509.76089151262545, 1987.7962937358418, 2750.4947290284313, 3754.3799801332734],[413.51102873644095, 1105.1768651354585, 2002.0214706754484, 2747.0347111316405, 3695.3216025922015, 4610.330509499849]	[528.3595407180985, 762.700253020625],[308.4319100492278, 142.64795766833052, 601.8538124309981, 584.0102758594792],[328.1862398174838, 83.00747656305126, 284.19220619997117, 251.27755735306116],[196.97646620786222, 801.738478911016, 54.64255922850851, 142.32856454796166, 166.68049435457215, 849.5764512322438]				
EY	1	MAKE	471.6	1986.3	2631.6	211.9	193.0	412.3	110.872	110.86	110.93	0.07	21	1	6	1	2	0			468.4	1999.1	444.6	2066.7	428.4	2129.1	412.0	2178.7	392.6	2151.0	M	K	['M', 'EY1', 'K']	1	5	[2273.6972506397638, 3600.271045700179],[471.7957983662685, 2112.090365979656, 3339.886727339091, 3720.4320408906847],[471.6109774397651, 1986.324888338081, 2631.5936210291356, 3595.6624591781215],[445.76084847218726, 945.9081012108516, 2053.837069215072, 2660.890605207377, 3570.8391539461127, 4526.690000471091]	[242.13612800209606, 437.18356446934524],[506.51594407570576, 236.9072445406395, 1033.647059148137, 1375.777657935057],[211.85353932346592, 193.0153824303814, 412.32947255152715, 115.88709332531127],[200.32399535056211, 1392.828443316862, 69.4631593956844, 132.1838355678648, 44.936099414600996, 341.0193424022779]				
EH	1	FRIENDS	479.8	1668.8	2505.6	224.2	198.4	637.4	111.133	111.1	111.2	0.1	2	4	4	2	8	3			475.1	1594.8	481.3	1679.0	474.8	1735.1	452.7	1743.3	429.4	1730.6	R	N	['F', 'R', 'EH1', 'N', 'Z']	2	5	[488.24583702713863, 1834.5534161071066, 3530.3582940152987],[494.3058083827334, 1753.5653206216198, 2912.219974328053, 3581.1138139783266],[479.75612742045496, 1668.7808483129431, 2505.5591806586785, 3558.177128769542],[493.34878128667464, 1530.9051661477597, 2316.807992615288, 3128.615395822148, 3733.2476697984403]	[907.0340940654416, 372.39512360300336, 175.7665469055606],[447.598024426195, 279.04630403520014, 1589.082283493341, 302.9213320282874],[224.2138184851814, 198.4249362580373, 637.3700501991765, 98.12770252683985],[234.93443980730999, 610.850459510766, 592.5339120338937, 1457.5305621799687, 502.26659165609254]				
AH	0	AND	460.0	1720.1	2660.3	239.7	72.6	130.9	111.489	111.469	111.53	0.061	6	4	4	2	0	0			443.0	1715.2	462.2	1721.1	483.2	1734.4	515.4	1751.6	559.0	1762.1		N	['AH0', 'N']	0	5	[1758.5349901359598, 3029.146804072528],[354.83201687482085, 1755.5774438658868, 2828.759989609702, 4052.4741495052854],[459.970240445026, 1720.1395706878093, 2660.3033979636343, 3634.3595018850556],[423.8267612323037, 1464.407719386015, 1739.8991254354685, 2678.0410462795553, 3611.741787828194]	[458.829362107137, 789.8917600257773],[844.2768496234219, 249.80015419249543, 424.2528589034415, 794.9314712128269],[239.668263052776, 72.59067639725392, 130.94893227314634, 199.7992237670846],[131.3736857526276, 992.5656830614826, 115.58534712349189, 85.9163526324994, 131.62648607811306]				
AY	1	LIKE	658.3	1386.2	2640.6	62.1	119.7	81.8	112.092	112.085	112.186	0.101	47	1	6	1	7	0		s	645.4	1462.7	603.1	1373.5	515.5	1160.2	461.9	1408.7	430.5	1240.5	L	K	['L', 'AY1', 'K']	1	6	[818.719707244934, 2699.990055009028],[707.5381408806612, 1609.7444883814396, 2913.8978184528496],[644.2271733295368, 1360.8249249987994, 2654.231176947823, 3590.3992931870207],[658.3432454363038, 1386.233830185714, 2640.6423516510417, 3519.479180444426]	[325.396421536615, 526.6834172815081],[221.3247590581737, 1294.6346245250088, 739.9002672346178],[62.724311835974106, 169.05820294727684, 112.28865192741564, 310.1908491108456],[62.08013357569309, 119.67903278099654, 81.76033801386751, 292.98994818125107]				
IY	1	PEOPLE	310.6	2128.5	2587.9	30.6	109.3	168.9	112.349	112.316	112.415	0.099	11	1	1	1	1	1			316.4	2226.9	311.6	2226.5	308.7	2192.8	302.3	2103.9	299.6	2091.2	P	P	['P', 'IY1', 'P', 'AH0', 'L']	1	5	[2383.0708573748293],[311.93427757815124, 2226.8651768690142, 2770.8929675824147, 4403.37377982381],[310.5583064089182, 2128.5331976653674, 2587.850596152046, 3505.7895410242804, 4526.77227610032],[310.86621265723915, 1178.9084795296992, 2149.4594851154798, 2613.5746225218277, 3581.784428129551, 4545.151068906164]	[209.34465007506492],[175.94185096580145, 124.7556070935714, 286.1142717968997, 390.2721463657072],[30.603996446402153, 109.2545362846174, 168.89273922430453, 954.2323534152855, 615.3038662320947],[43.05084371574149, 1936.8966020697058, 54.19174374137506, 67.09003281265225, 228.16594529510985, 134.7772170340027]				
AH	0	PEOPLE	405.6	1018.6	2484.4	98.7	190.9	140.4	112.473	112.456	112.506	0.05	6	5	4	2	1	0			398.9	1039.7	405.6	1018.6	413.6	985.4	421.8	960.7	427.3	938.6	P	L	['P', 'IY1', 'P', 'AH0', 'L']	3	5	[521.9874713209327, 2849.7195792720263, 3666.301734819906],[643.9971759025779, 2557.382428679542, 3645.3995378016366],[405.57871153525144, 1018.6409246895363, 2484.386736970199, 3392.8144542541595, 4385.478020424149],[399.81887405310545, 997.5951192012457, 2333.40772732662, 2513.3932256086323, 3427.445950739637, 4413.570803957847]	[307.53826699042156, 1531.4679919965138, 2780.538879649422],[313.2731722200744, 675.7122287450271, 907.5460589981788],[98.67073195169881, 190.90316772202542, 140.43439199976075, 232.41646103585444, 429.6187704201429],[81.95168719784645, 167.6024728659225, 1840.6411722674911, 880.8707988156767, 217.74711320315336, 321.0893176201324]				
AH	1	UH	540.1	1248.3	2614.3	48.1	73.1	79.6	113.876	113.699	114.229	0.53	6	0	0	0	0	0			520.3	948.9	542.0	1248.8	526.6	1110.3	547.6	1198.4	530.1	1333.2			['AH1']	0	6	[698.334131422664, 2529.403763639946],[587.9752992350784, 1313.2770074439259, 2845.988642093062],[529.8233408692237, 1223.2602448401399, 2611.0655297416456, 3609.9921585701254],[540.0586682959813, 1248.309211162842, 2614.3209202002354, 3551.8863012154698, 4600.267368978463]	[770.3228878321429, 955.414668885593],[243.95845088106896, 802.8555232427939, 346.5060719536138],[31.25886933306091, 75.46045389841466, 142.56281745985808, 403.3321542052519],[48.097511699012856, 73.06766935943055, 79.58743044362899, 230.33355714507718, 489.57047414761274]				
AY	1	I	543.9	1517.1	2572.1	138.6	154.3	200.4	114.553	114.519	114.589	0.07	41	0	0	0	0	0		m	574.9	1778.3	739.4	1904.6	779.9	1913.9	682.7	1730.5	1003.2	2113.1			['AY1']	0	5	[1496.8674069024526],[779.8929712395105, 1913.9302825683997, 3102.38627489757],[543.8785476561651, 1517.0675184945128, 2572.060076195588, 3495.9538487145055, 4553.0039617120165],[532.0486308653486, 1497.1857832971818, 2167.502564838158, 2797.006048725733, 3588.9031865949196]	[1355.4942694679867],[1024.4882367120827, 952.1183596356553, 736.213847921497],[138.56444325123286, 154.29095371872774, 200.39055448150407, 388.70210422307883, 734.3346592882164],[106.58678390106338, 157.37395035683784, 1440.8731455562724, 672.8433452089105, 700.513087764334]				
IH	1	THINK	377.3	2258.6	3664.3	156.7	415.8	237.7	114.69	114.68	114.71	0.03	1	4	6	2	3	3			377.3	2258.6	377.3	2258.6	370.9	2331.2	365.7	2395.6	365.7	2395.6	TH	NG	['TH', 'IH1', 'NG', 'K']	1	4	[346.59423931890046, 2809.9196665142535, 3936.068183556852],[377.26832995949223, 2258.5675768672336, 3664.305752163262],[372.8183149366342, 1971.8199530346737, 2606.351222243236, 3698.8563707637313],[357.4956447522373, 909.4577351698049, 2153.067154987026, 2959.933576462213, 3862.7956424658287]	[530.2569269240715, 1372.2936210138575, 757.690937734262],[156.73086146327205, 415.7596688433553, 237.67320659495206],[130.76605940466484, 1231.665150636535, 886.0906839779728, 200.11303919618956],[274.55114596879895, 808.4831546066298, 276.96417910891154, 246.47453376927967, 120.66736465568614]				
IY	1	PEOPLE	307.4	1915.1	2382.8	44.7	219.5	233.2	114.879	114.849	114.94	0.091	11	1	1	1	1	1			306.9	2066.0	307.4	1879.1	307.8	1665.8	316.0	1562.4	311.9	1403.8	P	P	['P', 'IY1', 'P', 'AH0', 'L']	1	5	[1419.8104199361023, 3211.570518659544],[308.50280832783415, 2137.5257261745455, 2926.029042596411, 4248.792463091018],[307.38704317023786, 1915.1470793989074, 2382.785609336199, 3588.9593394870253],[304.8348454959872, 1565.443370562036, 1975.7087308144285, 2459.584823187286, 3592.675713647267, 4572.088205900063]	[341.7846037677058, 769.9426569610686],[232.2285100993859, 155.3903318157138, 997.854713171155, 936.1308924902011],[44.705721101393785, 219.53603310595216, 233.22990941388318, 483.92777180729945],[38.94378669505723, 1498.400499036793, 227.79408194308417, 205.0323121798323, 208.5688701953364, 349.0409846862385]				
AH	0	PEOPLE	391.3	1326.0	2527.5	89.3	240.5	178.7	114.989	114.979	115.009	0.03	6	5	4	2	1	0			391.3	1326.0	391.3	1326.0	387.5	1336.4	383.2	1354.8	383.2	1354.8	P	L	['P', 'IY1', 'P', 'AH0', 'L']	3	5	[452.81021506366676, 2612.7891597894654],[491.06059151548686, 2367.477983027343, 3476.643255349273],[391.27111855324404, 1325.9992732651858, 2527.464527431478, 3496.6131114829554, 4561.600821266077],[394.9122497477589, 1342.2375037316099, 2499.894181289164, 3345.1428475766534, 4321.12206296889]	[611.5084941090281, 969.5977127334959],[624.7468885683079, 855.7821006063642, 1019.2897012909423],[89.31547193996599, 240.4527910532318, 178.65550461430178, 294.91277007691554, 597.7321272389466],[104.22888673540636, 251.58572671559395, 313.9198503714671, 391.5780897701779, 477.49030734522523]				
UW	1	DO	337.7	1728.1	2559.2	30.3	84.8	139.7	115.086	115.079	115.19	0.111	73	0	0	0	3	0			341.6	1477.6	341.8	1333.2	341.6	1493.6	342.8	1483.0	354.4	1478.5	D		['D', 'UW1']	1	6	[308.8177579088067, 2235.5272056913395, 3917.205353185445],[341.4864779847055, 1904.4014763692328, 3006.866657513742, 4203.469208513923],[333.9853888438691, 1699.6222858250828, 2529.6738152114553, 3578.4274429873412, 4493.5308302568465],[337.72028021190926, 1728.0922620717206, 2559.19256673631, 3558.8708896651024, 4479.992722329109]	[514.823622145876, 630.2166210442415, 999.1174202826493],[109.67202688879745, 307.20507025681013, 598.7600424181204, 697.8481455879772],[17.191947780250278, 123.69947487714154, 252.4881088283504, 475.2609317908151, 816.5747090271334],[30.25312036466359, 84.80520996280778, 139.70433416169138, 213.35455563908164, 339.2660318695131]				
AH	0	APPRECIATE	418.9	1430.5	2341.7	52.9	307.9	202.0	115.2	115.19	115.24	0.05	6	1	1	1	0	2			418.9	1430.5	419.7	1395.8	413.8	1338.1	400.4	1315.9	389.5	1313.4		P	['AH0', 'P', 'R', 'IY1', 'SH', 'IY0', 'EY2', 'T']	0	5	[469.97437024592256, 2337.5910009319173, 3482.257322691431],[459.8297257881134, 2073.3866121039023, 3201.717474954669],[419.7046502851444, 1395.7863664613556, 2341.652844222165, 3264.9951089652486, 4433.134959955262],[416.1004728147751, 1342.407686604218, 2298.422033808535, 3157.1292265455263, 3817.426770663451]	[405.948288260212, 826.5595317744868, 1018.7301287257377],[229.6756129313917, 615.8195086687159, 597.5965543740534],[52.85640119976936, 307.941903419965, 202.00892883045384, 191.59704160804762, 628.1595616590607],[36.352511836416326, 242.93245082188594, 199.93020507267983, 862.8023369747524, 1312.838406965388]	Yes		corrected	MS2
